word_id	morphology	lemma_source	lemma_ipa	definition
5974		тIаᴴгIа'лIи/б/е	t’-ã-ʕ-a'-t͡ɬː-i-b-e	 вкусный; *тIаᴴгIалIибе къоᴴгьула* вкусная пища; _ратл._ *тагIамгвадаб*, *тIагIанлIи*, _цег._ *тIагIа-мудаб*
5975		тIаᴴгIа'лIи	t’-ã-ʕ-a'-t͡ɬː-i	 вкусный; *тIаᴴгIалIибе къоᴴгьула* вкусная пища; _ратл._ *тагIамгвадаб*, *тIагIанлIи*, _цег._ *тIагIа-мудаб*
5976		тIагIаᴴ'лIи	t’-a-ʕ-ã'-t͡ɬː-i	 вкусный; *тIаᴴгIалIибе къоᴴгьула* вкусная пища; _ратл._ *тагIамгвадаб*, *тIагIанлIи*, _цег._ *тIагIа-мудаб*
5977	(-лIи / -лъ̄илIи, -ди)	тIаᴴ'кIа	t’-ã'-k’-a	1) пятно; *щакъилIи тIаᴴкIа* чернильное пятно; *иᴴхвалIи тIаᴴкIа* жировое пятно 2) точка; *тIаᴴкIа* *билъурулъIа* а) пятнать или ставить точку б) _перен._ запятнать, опозорить _кого-л._; _цег._ *кунтIа*, _тлян._ *кунтIи*, _ратл._ *тIанкIел*
5978	(-лIи/- лъ̄илIи , -ди)	тIаᴴ'с̄а	t’-ã'-sː-a	ковер; *михе̄лIи тIаᴴс̄а* ковер из шерстяной пряжи; *рекьIоде гведабе тIаᴴс̄а *ковер ручной работы;* тIаᴴс̄а гос̄урулъIа* ткать ковер; *къеᴴдалIи* *тIаᴴс̄а их̄урулъIа* повесить ковер на стену; *гъаде тIаᴴс̄а тIо̄нулъIа* стелить ковер на пол; _ратл._ *дайгьан*, _тл., цег._ *кас̄ам*
5979		тIва'пи	t’ʷ-a'-p-i	 _звукоподражание глухому шуму падения предметов с высоты, напр., книги, папахи, лепешки_
5980		тIва'къе	t’ʷ-a'-q͡χ’ː-e	 _звукоподражание цокоту_
5981	(-ролIи)	тIва'кье	t’ʷ-a'-t͡ɬʼː-e	_звукоподр._ 1) шлепанье (_о землю_) 2) шарканье
5982	(-ари, -ва, -а', -е̄гье, -ере)	тIва'кьу/рулъIа	t’ʷ-a'-t͡ɬʼː-u-r-u-t͡ɬ-a	1) _звукоподр._ шлепнуться (_о землю_) 2) шаркать (_ногами_); волочить (_ноги при ходьбе_); *тIвакье йикIуба* не шаркай (_ногами_)
5983	(-лIи / -лъ̄илIи)	тIва'тIва	t’ʷ-a'-t’ʷ-a	1) ворчание 2) скороговорка; *меде* *тIва-тIва белъIидарилъ̄и рекъIи экьу-рулъIа шолъики* при твоей скороговорке и слово вставить невозможно
5984	(тIвакIанолIи)	тIваᴴ'кIайе	t’ʷ-ã'-k’-a-j-e	чавканье (_за столом_)
5985	(-а̄ни, -ва, -айа', -айе̄гье, -а̄не)	тIваᴴ'кIо̄/нулъIа	t’ʷ-ã'-k’-oː-n-u-t͡ɬ-a	чавкать (_при приеме пищи_); *уᴴкидилъ̄и тIвакIо̄нулъIа* чавкать за столом
5986		тIваᴴ'кIетIваᴴкIе̄гье	t’ʷ-ã'-k’-e-t’ʷ-ã-k’-eː-h-e	 _нареч._ смачно; *тIваᴴкIе-тIваᴴкIе̄гье кака* *ба-хъIурулъIа* сосать грудь чмокая (_о ребенке_)
5987		тIегьалехъе	t’-e-h-a-l-e-q͡χː-e	(_тл._) _см_*. ц̄иц̄о̄ру-лъIа*
5988		тIе'къада/б/е	t’-e'-q͡χ’ː-a-d-a-b-e	 1) упрямый; *тIекъа̄бе гIама* а) упрямый нрав б) дурной нрав; *тIекъа̄ве экIва* а) упрямец б) ослушник 2) непослушный; дурно воспитанный; *тIекъа̄бе гIамалIи * а) упрямый б) невоспитанный; *тIе-къадабе гIамалIи аᴴдолога даᴴди* *бухьурулъIа мачуᴴбакьа* _погов._ не дай бог иметь дело с упрямцами (_или_ с дурно воспитанными людьми) 3) несправедливый, необоснованный; *тIекъадабе чула* несправедливость; *тIекъадабе хIукуму* несправедливое решение; *гьу-дус̄укIeнас̄е дагIилъ̄иге мене тIекъада вукIари* в споре с ним ты был неправ; *тIекъадабе чула гурулъIа* поступать несправедливо (_букв._ делать несправедливую вещь); _ратл._ *кьIекъедаб*, _цег._ *тIекъаб*
5989		тIе'къа̄/б/е	t’-e'-q͡χ’ː-aː-b-e	 1) упрямый; *тIекъа̄бе гIама* а) упрямый нрав б) дурной нрав; *тIекъа̄ве экIва* а) упрямец б) ослушник 2) непослушный; дурно воспитанный; *тIекъа̄бе гIамалIи * а) упрямый б) невоспитанный; *тIе-къадабе гIамалIи аᴴдолога даᴴди* *бухьурулъIа мачуᴴбакьа* _погов._ не дай бог иметь дело с упрямцами (_или_ с дурно воспитанными людьми) 3) несправедливый, необоснованный; *тIекъадабе чула* несправедливость; *тIекъадабе хIукуму* несправедливое решение; *гьу-дус̄укIeнас̄е дагIилъ̄иге мене тIекъада вукIари* в споре с ним ты был неправ; *тIекъадабе чула гурулъIа* поступать несправедливо (_букв._ делать несправедливую вещь); _ратл._ *кьIекъедаб*, _цег._ *тIекъаб*
5990	(-ролIи)	тIе'кълъилайе	t’-e'-q͡χ’ː-ɬ-i-l-a-j-e	упрямство, неподатливость; _ратл._ *кьIе-кълъилари*
5991	(-а̄'ри, -ва, -айа', -айе̄гье, -а̄ре)	тIе'кълъило̄/рулъIа	t’-e'-q͡χ’ː-ɬ-i-l-oː-r-u-t͡ɬ-a	1) упрямиться, артачиться, упираться, упрямствовать; *гьудуве тIекълъила̄ри*, *вунулъIа квиᴴлъилъIо *он заупрямился – не желая ехать 2) ослушаться; стать непослушным; *гьудуве тIекълъило̄гье гуди, малъ̄абе гвилъIа* он ослушался: не выполнил приказа; _ратл._ *кьIекълъи-лавлахъе*, _тл._ *тIекъелъехъе*, _цег._ *тIекъилълахъе*
5992	(-ролIи)	тIе'пилайе	t’-e'-p-i-l-a-j-e	заволакивание, обволакивание, окутывание
5993	(-а̄ри, -ва, -айа, -айе̄гье, -а̄ре)	тIе'пило̄/рулъIа	t’-e'-p-i-l-oː-r-u-t͡ɬ-a	заволакивать, обволакивать, окутывать, облеплять; *гьира тIепило̄рулъIа* *къелайе̄гье годи* скоро затуманится (_букв._ туман готов окутать); *кĪвиᴴ* *тIепилайе̄гье бегъе годи* дым не рассеивается, т.е. дымом заволокло ◊ *тIепилайе̄гье билъадабе гьира* густой туман (_букв._ сплошь заволакивающий туман); _ратл._ *тIепилавлахъе*, _тл._ *тIепилейлехъе*, _цег._ *тIеплахъе*
5994	(-ролIи / тIераркĪлIи)	тIерайе'	t’-e-r-a-j-e-'	1) втыкание, вонзание 2) установление
5995	(-ролIи)	тIере'	t’-e-r-e-'	рассовывание, запихивание
5996		тIерехъе	t’-e-r-e-q͡χː-e	(_тл._),* тIерулахъе *(_ратл._) _см_*. къIунулъIа*
5997	(-а̄'ри, -ва, -айа', -а'йе̄гье, -а̄'ре)	тIеро̄'/рулъIа	t’-e-r-oː'-r-u-t͡ɬ-a	1) втыкать; вонзать; *тIередабе (/кьваридабе) межу* булавка (_букв._ втыкаемая игла); *межу тIе-ро̄рулъIа* воткнуть иголку (_в шитье_); *хъабахъолIи микьара тIеро̄рулъIа* посадить тыкву (_букв._ втыкать тыквенные семечки) 2) устанавливать _что-л._; подпирать _что-л. чем-л._; *гьума тIеро̄рулъIа* установить столб; *хIахъу тIеро̄рулъIа* забить кол; _цег._ *тIерахъе*
5998	(-а'ри, -ва, -а', -е̄'гье, -ере)	тIеру'/рулъIа	t’-e-r-u'-r-u-t͡ɬ-a	1. застревать; *макъалихъе тIерурулъIа* застрять в горле 2. 1) засовывать, запихивать _что_-_л. во что-л._; *суᴴке гелIи чула тIерурулъIа* 2) затыкать, закупоривать что-л. (_напр._ бутылку – пробкой) ◊ *ракIвароге тIе-рурулъIа* застрять в пищеводе (_букв._ на сердце застрять); _цег._, _тл._ *къинехъе, букъIерихъе*, _ратл._ 1) *къинавлахъе* 2) *тIерулахъе*
5999	(-лIи / -лъ̄илIи)	тIе'хIи	t’-e'-ћ-i	плешь; *тIехIалIи мина* плешивая голова; _цег._ *х̄ашхъар*, *тIехIи*, _тл., ратл._ *хъашхъари*
6000	(-ролIи)	тIиби'тIилайе	t’-i-b-i'-t’-i-l-a-j-e	распространение (_о болезни, сплетне_)
6001	(-а̄ри, -ва, -а', -айе̄гье, -а̄ре)	тIи/б/и'тIило̄/б/итIу/рулъIа	t’-i-b-i'-t’-i-l-oː-b-i-t’-u-r-u-t͡ɬ-a	распространять (_слух, весть, запах_); разглашать _что-л._; *ро-кьIе* *тIибитIило̄битIурулъIа* распространять болезнь; *х̄ади* *тIиритIи-ло̄ритIурулъIа* распространять слухи
6002	(-а̄ри, -ва, -а', -айе̄гье, -а̄ре)	тIи/б/и'тIило̄тIу/рулъIа	t’-i-b-i'-t’-i-l-oː-t’-u-r-u-t͡ɬ-a	распространять (_слух, весть, запах_); разглашать _что-л._; *ро-кьIе* *тIибитIило̄битIурулъIа* распространять болезнь; *х̄ади* *тIиритIи-ло̄ритIурулъIа* распространять слухи
6003	(-а̄ри, -ва, -айа', -айе̄ге, -а̄ре)	тIи/би'/тIило̄/рулъIа	t’-i-b-i'-t’-i-l-oː-r-u-t͡ɬ-a	распространяться (_о болезни, сплетне_); *къватIала тIиби-тIила̄ре годи* грипп распространяется; *х̄аба тIибитIила̄ри* слухи распространились; _ратл._ *тIибитIилойлахъе*, _цег._ *тIибитIлахъе*
6004	(-ролIи)	тIи'гьолъе	t’-i'-h-o-ɬ-e	желтизна
6005	(-ари', -ва, -а', -е̄'гье, -е'ре)	тIигьолъу'/рулъIа	t’-i-h-o-ɬ-u'-r-u-t͡ɬ-a	желтеть; *рушалеге кьIаᴴдела тIигьолъари *листья на деревьях пожелтели; _ратл._ *акъIагьан-лъулахъе*, _тл._ *икĪилъейхъе*, _цег._ *икĪи-лъахъе*
6006		тIигьо'лIи	t’-i-h-o'-t͡ɬː-i	желтый; *тIигьолIи кьери* желтый цвет; *тIигьолIи* *ц̄иц̄и* желтый цветок; *тIигьолIи рокьIе* _мед._ желтуха (_букв._ желтая болезнь); _цег._ *гIинкIолI*, *икĪеб*, _тл._ *икĪеб*, _ратл._ *акъIагьандоб*
6007	(-лъ̄илIи)	тIигьо'лIиц̄иц̄и	t’-i-h-o'-t͡ɬː-i-t͡sː-i-t͡sː-i	_бот._ лютик горный* *
6008		тIигьора'йе	t’-i-h-o-r-a'-j-e	_масд. гл. _*тIигьо-ро̄'рулъIа* 
6009	(-а̄'ри, -ва, -айа', -а'йе̄гье, -а̄ре)	тIигьоро̄'/рулъIа	t’-i-h-o-r-oː'-r-u-t͡ɬ-a	желтить; красить или пачкать в желтый цвет; *къеᴴдала тIигьора̄ри* стены выжелтили (_покрасили в желтый цвет_); _ратл._ *акъIа-гьанлъейтIулахъе*, _тл., цег._ *икĪеб-гвахъе*
6010		тIигьо'хьвада/б/е	t’-i-h-o'-xʷː-a-d-a-b-e	желтоватый; *тIигьохьвадабе кьери* желтоватый цвет; _ратл._ *акъIагьангулаб*, _цег._ *икĪеб-хьваб*
6011	(-ролIи)	тIи'къе	t’-i'-q͡χ’ː-e	прыгание, перепрыгивание; подскакивание, подпрыгивание; выпрыгивание; _ср. тж._ *касе*
6012		тIи'къIетIикъ/е̄/гье	t’-i'-q͡χ’-e-t’-i-q͡χ’ː-eː-h-e	 нареч. под-прыгивая, вприпрыжку; *тIикъе*-*тIи-къе̄гье бетурулъIа* бежать вприпрыжку
6013	(-ролIи)	тIи'къикъе	t’-i'-q͡χ’ː-i-q͡χ’ː-e	_многокр._ прыгание, перепрыгивание, подпрыгивание, выпрыгивание, подскакивание; _ср. тж._ *касасе*
6014	(-а̄ри, -ва, -айа', -айе̄гье, -а̄ре)	тIи'къикъо̄/рулъIа	t’-i'-q͡χ’ː-i-q͡χ’ː-oː-r-u-t͡ɬ-a	_многокр._ то же, что *касасо̄'рулъIа*
6015	(-ари, -ва, -а', -е̄гье, -е̄ре)	тIи'къикъу/рулъIа	t’-i'-q͡χ’ː-i-q͡χ’ː-u-r-u-t͡ɬ-a	_многокр._ то же, что *касасу'рулъIа*
6016	(-а̄ри, -ва, -айа', -айе̄гье, -а̄ре)	тIи'къо̄рулъIа	t’-i'-q͡χ’ː-oː-r-u-t͡ɬ-a	_понуд. от_ *тIикъу'рулъIа*
6017	(-ари', -ва, -а', -е̄'гье, -е'ре)	тIикъу'/рулъIа	t’-i-q͡χ’ː-u'-r-u-t͡ɬ-a	прыгать; перепрыгивать через _что-л._; подскакивать; подпрыгивать; выпрыгивать; спрыгивать; *машинагуне кьIоне тIикъурулъIа* выпрыгнуть с машины ◊ *тIикъурулъIа миша кьIо-къIо̄гье вух̄ари* _перен._ быть загнанным в угол (_букв._ прыгать не имея места остаться); *мене богъода тIикъе вукIуба* _недобр._ ты доиграешься (_букв._ много не прыгай); *малъ̄ас̄уге бокьIеке* *тIикъас̄уге бокьIеде* _погов._ больно не тому, кто советовал, а тому, кто прыгнул; _см.тж._ *касу'рулъIа*; _ратл._ *кIа-булахъе*, _тл._ *касейхъе*, _цег._ *кIабахъе*
6018	(-ролIи)	тIи'не	t’-i'-n-e	литье; _ратл._ *тIинери*
6019	(-а̄'ри, -ва, -айа', -айе̄гье, -а̄ре)	тIино̄'/рулъIа	t’-i-n-oː'-r-u-t͡ɬ-a	_понуд. от_ *тIину'рулъIа*
6020		тIинтIиро	t’-i-n-t’-i-r-o	(_тл._) _см._* х̄аᴴтIих̄и*
6021	(-ари', -ва, -а', -е̄'гье, -е'ре)	тIину'/рулъIа	t’-i-n-u'-r-u-t͡ɬ-a	1) лить, наливать; выливать; *рекьIилига лъ̄еᴴ тIинурулъIа* лить воду на руки (_для мытья_); *ц̄иц̄алига лъ̄ени тIинурулъIа* поливать цветы, *лъ̄ени тIине̄гье* *белъ̄ари* вода пролилась; *лъ̄ени эша тIинурулъIа* вылить воду; *тIине* *цĪаре годи* _перен._ дождь льет как из ведра; *кьIада тIинурулъIа* долить 2) печь (_блины_); *къуᴴгетIинеба тIинурулъIа* печь (_букв._ лить) блины 3) собирать, копить; *гьероде уᴴцĪи тIинере годи* пчелы собирают мед (_с цветов_); *иᴴхва тIинурулъIа бечага мунулъIа* ехать в горы (_с коровами_) для сбора масла; *уᴴцĪи тIинида гьера гилъIа гьугуйе* _перен._ она не будет хорошей хозяйкой (_букв._ она не та пчела, которая накопит мед) ◊ *кIегьа* *тIинурулъIа* снять порчу, убрать сглаз (_букв._ глаз наливать); *с̄имити* *тIину-рулъIа* цементировать, покрывать цементом (_букв._ заливать цемент); _цег._ *тIинахъе*, _тлян._ *тIинейхъе*, _ратл._ *тIи-нулахъе*
6022	(-лIи / -лъ̄илIи, -ди)	тIираᴴ̄'го	t’-i-r-ãː'-g-o	стрекоза; _ратл., цег._ *гъачIа*
6023		тIири'	t’-i-r-i-'	 1. _мест. отриц._ ничего, ничто; *тIири бих̄вилъIа* ничего не осталось; *тIири белъ̄илъIе мацĪо̄нулъIа* расчистить (_букв._ ничего не оставив вычисть); *тIири голъIа чула салъи-лайе̄гье* из-за пустяка (_букв._ из-за ничего не имеющейся вещи) 2) нисколько; *тIири угъи голъIа дилъIа* *гьулъ̄илIи* меня это нисколько не волнует ◊ *че тIири лъ̄еᴴлIи голъIа къелIи* дома нет ни капли воды 
6024	(-лъ̄илIи / -лIи, -ла)	тIи'рисе	t’-i'-r-i-s-e	1) кроха 2) мизерность, незначительность
6025	(-лIи, -а)	тIи'тIи	t’-i'-t’-i	муха; *тIитIалилIи зуйеᴴ *жужжанье мух;* тIитIигула гьвагьвабе* легкий с муху; *тIитIалилIи жило* яйца мух 2) мошки; *кĪанадаре тIитIа* мошки (_букв._ мелкие мухи); _цег. _*тIинд*_, тлян., ратл._ *тIинтIи*
6026	(-лъ̄илIи, -ди / тIитIикĪола)	тIи'тIикĪх̄	t’-i'-t’-i-kʼː-х̄	1) слепень; *имихи тIитIикĪаралъ̄е* (/ *тIитIикĪоде*) *белъ̄ере голъIа* слепень донимает осла 2) овод; *тIитIикĪара жийаᴴлиге кIусере гoди *оводы донимают коров; _цег._ *кĪара*, _тлян._ *никĪи*, _ратл._ *къвили*
6027	(-лъ̄илIи, -ди / тIитIикĪола)	тIи'тIикĪара	t’-i'-t’-i-kʼː-a-r-a	1) слепень; *имихи тIитIикĪаралъ̄е* (/ *тIитIикĪоде*) *белъ̄ере голъIа* слепень донимает осла 2) овод; *тIитIикĪара жийаᴴлиге кIусере гoди *оводы донимают коров; _цег._ *кĪара*, _тлян._ *никĪи*, _ратл._ *къвили*
6028	(-ролIи)	тIи'тIине	t’-i'-t’-i-n-e	_многокр._ литье
6029	(-ари', -ва, -а', -е̄'гье, -е'ре)	тIитIину'/рулъIа	t’-i-t’-i-n-u'-r-u-t͡ɬ-a	_многокр._ лить, наливать; разливать; *лъ̄ени тIитIинурулъIа* разливать воду; _ратл._ *тIитIинулахъе*, _цег._ *тIитIинахъе*
6030	(-нолIи)	тIиᴴ'кIайе	t’-ĩ'-k’-a-j-e	закапывание
6031	(-ролIи)	тIиᴴ'кIе	t’-ĩ'-k’-e	капанье; _ратл._ *тIинкIери*
6032	(-ролIи)	тIиᴴ'кIикIайе	t’-ĩ'-k’-i-k’-a-j-e	_многокр._ закапывание
6033	(-а̄ни, -ва, -айа, -айе̄гье, -а̄не)	тIиᴴ'кIикIо̄/нулъIа	t’-ĩ'-k’-i-k’-oː-n-u-t͡ɬ-a	_многокр._ закапывать; *кIегьорига дару тIиᴴкIикIо̄нулъIа* закапывать глаза каплями (_букв._ лекарством); _цег._ *тIин-тIинкIахъе*
6034	(-ани', -ва, -а', -е̄'гье, -е'не)	тIиᴴкIикIу'/нулъIа	t’-ĩ-k’-i-k’-u'-n-u-t͡ɬ-a	_многокр._ 1) капать, накрапывать; *цĪари тIиᴴкIикIене годи* дождь накрапывает 2) сочиться; *дигъиногу эх̄а гьини тIикIикIене годи* из раны сочится кровь
6035	(-а̄ни, -ва, -айа, -айе̄гье, -а̄не)	тIиᴴ'кIо̄/нулъIа	t’-ĩ'-k’-oː-n-u-t͡ɬ-a	закапывать; *кIегьорига дару тIиᴴкIо̄нулъIа* закапывать глаза (_каплями_); _ратл._ *тIинкIитIулахъе*, _тл._ *тIинкIехъе*, _цег._ *тIинкIахъе*
6036	(-а'ни, -ва, -акьа', -е̄'гье, -е'не)	тIиᴴкIу'/нулъIа	t’-ĩ-k’-u'-n-u-t͡ɬ-a	капать; *мигIахъуне гьини тIиᴴкIани* из носа капнула кровь; *че къатIрадала цĪалIи* *тIиᴴкIилъIа *не выпало ни капли дождя; _ратл._ *тIин-кIулахъе*, _тл._ *тIинкIехъе*
6037	(-ролIи)	тIогье̄'лайе	t’-o-h-eː'-l-a-j-e	цветение
6038	(-а̄ри, -ва, -айа', -айе̄гье, -а̄ре)	тIогьело̄/рулъIа	t’-o-h-e-l-oː-r-u-t͡ɬ-a	цвести (_о цветах, деревьях_); *тIогьела̄дабе ахъIи* цветущий сад; *рушала тIогьела̄ре* *геди* деревья расцвели; _см. тж._ *ц̄иц̄орулъIа;*_ ратл._ *гигилавлахъе*, _тл._ *тIегьалехъе*, _цег._ *ц̄иц̄ахъе*
6039		тIокĪилаб	t’-o-kʼː-i-l-a-b	(_тл._) _см_*. муцĪадабе*
6040		тIо'лъила̄да/б/е	t’-o'-ɬ-i-l-aː-d-a-b-e	 1. _прич. гл._ *тIолъи'ло̄рулъIа* 2. _в знач. прил._ свободный (_имеющий досуг, свободное время_); *тIолъила̄дабе аᴴде мичике хъIури бешахъидабе замалъ̄иге* в сезон полевых работ свободного человека трудно найти; *тIолъила̄дабе рилъи эс̄егала вокъIа* в свободное время заходи к нам; _см. тж._ *рагIиладабе*; _ратл._ *регIиладаб*, _тл._ *регIелаб*
6041	(-ролIи)	тIо'лъилайе	t’-o'-ɬ-i-l-a-j-e	досуг, свободное время
6042	(-а̄ри, -ва, -айа', -айе̄гье, -а̄ре)	тIо'лъило̄/рулъIа	t’-o'-ɬ-i-l-oː-r-u-t͡ɬ-a	иметь досуг; успевать, находить время для _чего-л._; *чвила гурулъIа тIолъила̄ре* *гулъIа* я ничего не успеваю; *дене гIагалъилъ̄ига вунулъIадала тIолъиле̄ки* мне некогда даже родственников навестить; *дене тIолъило̄гье* *гвидо* я не занят, свободен; *тIолъила̄дарилъ̄и жаба* а) прочти на досуге б) позови на досуге; _ратл._ *регIелавлахъе*, _тл._ *регIелейхъе*, _цег._ *рагIелахъе*
6043		тIо'лъило̄тIайе	t’-o'-ɬ-i-l-oː-t’-a-j-e	 _масд. гл._ *тIкĪ-лъило̄тIурулъIа *
6044	(-а̄ри, -ва, -айа', -айе̄гье, -а̄ре)	тIо'лъило̄тIу/рулъIа	t’-o'-ɬ-i-l-oː-t’-u-r-u-t͡ɬ-a	_понуд. от_ *тIкĪлъило̄рулъIа *
6045	(тIа̄'ни, тIкIᴴ̄ва, тIама', тIа'ме̄гье / тIаᴴ̄'гье, тIа̄'не)	тIо̄'нулъIа	t’-oː'-n-u-t͡ɬ-a	1) бросать; метать; кидать; швырять; *иᴴчIа тIо̄-нулъIа* метать камень 2) бросать, покидать (_оставлять без внимания_); *тIаᴴгье̄* *йелъ̄урулъIа* покинуть, оставить _кого-л._ без внимания; *микIели тIамӣгьи* *белъ̄урулъIа* оставить детей без присмотра 3) выбрасывать; выкидывать _что-л._; *эша тIеᴴ̄дабе чула* бросовая вещь; *эша тIо̄нулъIа* выкинуть (_как_ _ненужное_); *эх̄а тIо̄нулъIа* а) выбросить наружу б) отложить (_на время_) 4) исключать; снимать; увольнять _кого-л._; *кукъагу эша тIо̄нулъIа* уволить _кого-л._ с работы 5) покрывать; стелить; укрывать _что-л. чем-л._; *микIиге* *кьIадо иᴴгъва тIо̄нулъIа* укрыть ребенка одеялом; *рекьва тIо̄нулъIа* стелить постель; *гъаде тIаᴴс̄а тIо̄нулъIа* стелить ковер на пол 6) сыпать _что-л. во_ _что-л._; *че̄лIа чака тIо̄нулъIа* посыпать сахар в чай; *чупалIа цĪаᴴ* *тIо̄нулъIа* посолить суп 7) задать (_корм скоту_); *бечIухалъ̄а рикIва* *тIо̄нулъIа* задать корм скоту 8) сеять; *мугьи тIо̄нулъIа* сеять зерно 9) вешать, развешивать; *кваге шишакьIе тIо̄нулъIа* развесить белье на веревке 10) выкинуть (_плод_); *иᴴхаде кьейе тIа̄ни* овца выкинула плод (_букв._ ягненка) 11) перебрасывать (_отправить в другое место_); *атIалIи гьаᴴла* *тIо̄нулъIа машина бихьурулъIа* нанять машину для переброски муки в село 12) засыпать _что-л. во что-л._; *рехига къиру тIо̄нулъIа* засыпать зерно в мешок 13) назначать _кого-л. куда-л._ *чIиᴴдалIи кукъага тIо̄нулъIа* назначить на новую должность 14) ронять; *ачи бухье тIо̄нулъIа* уронить деньги 15) завязывать (_узел_) *кIару тIо̄нулъIа* завязать узел 16) складывать, прибавлять; *челъ̄ига чебе тIаᴴ̄дарилъ̄и кIеда ракъиде* к одному добавить один – получится два 17) _перен._ сваливать _на_ _кого-л._; приписывать _кому-л._; *гIе̄ тIо̄нулъIа* свалить _на кого-л._ вину 17) возлагать _на кого-л._, перепоручать _кому-л._; *деде дуга тIаме̄гье белъ̄ере гведе хъиᴴза* я поручаю семью тебе 18) гладить (_утюгом_); *иту тIо̄нулъIа* гладить утюгом 19) собирать, монтировать; *машина даᴴди тIо̄нулъIа* монтировать машину 20) заставлять; принуждать; *бешахъурулъIа тIо̄нулъIа* заставить работать 21) _перен._ откладывать, отсрочивать, оттягивать; *эх̄а тIо̄нулъIа* отсрочить (_дело_) ◊ *акъило даᴴди тIо̄-нулъIа* обдумать вместе, советоваться (_букв._ ум сложить); *кIегьа тIо̄нулъIа* а) бросить взгляд б) присмотреть за кем-чем-л. в) сторожить (_букв._ глаз кинуть); *гьаᴴде тIо̄нулъIа* прислушаться, учесть _чье_-_л._ мнение (_букв._ ухо кинуть); *цĪери тIо̄нулъIа* расторгнуть брак (_по_ _мусульмански_), _букв._ имя бросить; *аᴴдо даᴴди тIо̄нулъIа* _перен._ сталкивать людей (_букв._ кинуть людей друг на друга); *кичIо тIо̄нулъIа* а) вдеть серьгу (_в ухо_) б) проколоть уши; _тлян._ *тIайнохъе*, _ратл._ *тIамулахъе*, _цег._ *тIамохъе*
6046	(тIораролIи)	тIо'райе	t’-o'-r-a-j-e	1) закапывание 2) пролитие
6047	(-ролIи)	тIо'ре	t’-o'-r-e	капанье; _ратл._ *тIорери*
6048	(-а̄'ри, -ва, -айа', -а'йе̄гье, -а̄'ре)	тIоро̄'/рулъIа	t’-o-r-oː'-r-u-t͡ɬ-a	1) закапывать; *мигIахъа дару тIоро̄рулъIа* закапывать капли в нос 2) проливать, разливать расплескивать; *гъадига тIорелъIе̄гье тIину-рулъIа* сливать (_какую-л. жидкость_) не пролив ни капли; *че къатIрадала тIорелъIe* ни капли не пролив; _ратл._ *тIорейтIулахъе*, _тл._ *тIорейхъе, тIура-хъе*
6049	(-ари', -ва, -а', -е̄'гье, -е'ре)	тIору'/рулъIа	t’-o-r-u'-r-u-t͡ɬ-a	капать, падать каплями; *мигIахъу эх̄а гьини тIорари* из носа капнула кровь; *иᴴшагуне* *эх̄а иᴴъи тIорере годи* из сыра капает сыворотка; *тIоре-тIоре̄гье бекъIере* *годи лъ̄ени* вода идет каплями; _ратл._ *тIорулахъе*, _тл._ *тIорейхъе*
6050	(-ролIи)	тIо'тIорайе	t’-o'-t’-o-r-a-j-e	_многокр._ пролитие
6051	(-ролIи)	тIо'тIоре	t’-o'-t’-o-r-e	_многокр._ накрапывание
6052		тIо'тIорида/б/е	t’-o'-t’-o-r-i-d-a-b-e	 _прич. гл. _*тIотIо-рурулъIа*: капающий малой струей; протекающий; *тIотIоридабе мигIа* сопливый (_букв._ капающий) нос; _ратл._ *тIотIоридаб*
6053	(-а̄'ри, -ва, -айа', -а'йе̄гье, -а̄'ре)	тIотIоро̄'/рулъIа	t’-o-t’-o-r-oː'-r-u-t͡ɬ-a	_многокр._ 1) капать; *гъада тIотIора̄ре годи меде* ты капаешь на пол 2) проливать; *лъ̄ени тIотIо-ро̄рулъIа* проливать воду; _ратл._ *тIор-тIорайтIулахъе*, _тл._ *тIотIорутIейхъе*
6054	(-ари', -ва, -акьа', -е̄'гье, -е'ре)	тIотIору'/рулъIа	t’-o-t’-o-r-u'-r-u-t͡ɬ-a	_многокр._ 1) накрапывать; *цĪари тIотIоре'ре годи* дождь накрапывает 2) течь; *х̄еᴴтIе* *тIотIорере бикIири гьудулъ̄илIи* у нее часто нос сопливит (_букв._ сопли текут); _ратл._ *тIортIорулахъе*, _тл._ *тIотIорейхъе*
6055	(-с̄у/б/е, -о)	тIохIо'ки	t’-o-ћ-o'-k-i	паршивый (_с головой, зараженной_ _паршой_) человек
6056	(-лIи/- лъ̄илIи )	тIоша'	t’-o-ʃ-a-'	свинец; *тIошалIи гьокIоралъелъ̄илIи чула *свинцовой тяжести вещь; *тIоша тIинурулъIа* заливать свинцом
6057		тIуба'лада/б/е	t’-u-b-a'-l-a-d-a-b-e	 1. _прич. гл._ *тIуба'лурулъIа* 2. _в знач. прил._ целый, цельный; полный; *тIубаладабе къула-гIи* целая туша мяса; *тIубаладабе* *иᴴгвара* цельный чурек; *тIубаладабе утуска* полный отпуск; *тIубаладабе* *кьIелъIерес̄е лъе̄* полное высшее образование; *лекцийадилилIи* *тIубаладабе курси* полный курс лекций 3) _неодобр._ настоящий; законченный; *тIубаладаве ахIимакъе* настоящий дурак; *тIубала-даве* *хIалихьате* законченный негодяй; _ратл._ *кьIобаладоб*, _цег._ *тIубалаб*
